Ref,Val,Package,PosX,PosY,Rot,Side
"D_SPACE18","D","D_SOD-123",-126.953128,46.831250,90.000000,bottom
"D_SPACE19","D","D_SOD-123",-145.995316,46.831250,90.000000,bottom
"D_SPACE20","D","D_SOD-123",-165.037504,46.831250,90.000000,bottom
"D_SPACE21","D","D_SOD-123",-184.079692,46.831250,90.000000,bottom
"D_SPACE22","D","D_SOD-123",-203.121881,46.831250,90.000000,bottom
"D_SPACE23","D","D_SOD-123",-17.400101,27.781250,90.000000,bottom
"D_SPACE24","D","D_SOD-123",-41.201797,27.781250,90.000000,bottom
"D_SPACE25","D","D_SOD-123",-60.252210,27.781250,90.000000,bottom
"D_SPACE26","D","D_SOD-123",-79.302623,27.781250,90.000000,bottom
"D_SPACE27","D","D_SOD-123",-98.353036,27.781250,90.000000,bottom
"D_SPACE29","D","D_SOD-123",-117.403449,27.781250,90.000000,bottom
"D_SPACE30","D","D_SOD-123",-136.453862,27.781250,90.000000,bottom
"D_SPACE31","D","D_SOD-123",-155.504275,27.781250,90.000000,bottom
"D_SPACE32","D","D_SOD-123",-174.554692,27.781250,90.000000,bottom
"D_SPACE33","D","D_SOD-123",-198.357849,27.781250,90.000000,bottom
"D_SPACE34","D","D_SOD-123",-47.625000,8.731250,90.000000,bottom
"D_SPACE35","D","D_SOD-123",-71.437500,8.731250,90.000000,bottom
"D_SPACE36","D","D_SOD-123",-97.562308,8.731250,90.000000,bottom
"D_SPACE38","D","D_SOD-123",-128.587500,8.731250,90.000000,bottom
"D_SPACE39","D","D_SOD-123",-157.162500,8.731250,90.000000,bottom
"D_SPACE40","D","D_SOD-123",-178.593750,8.731250,90.000000,bottom
"F1","Polyfuse_Small","Fuse_1206_3216Metric_Pad1.42x1.75mm_HandSolder",-41.347735,59.882965,-90.000000,bottom
"J1","AVR-ISP-6","IDC-Header_2x03_P2.54mm_Vertical",-78.745000,55.871394,90.000000,bottom
"R1","10k","R_0805_2012Metric",-50.942718,59.050001,180.000000,bottom
"R2","10k","R_0805_2012Metric",-13.493750,34.131250,0.000000,bottom
"SW1","SW_PUSH","SW_SPST_SKQG_WithoutStem",-57.150001,57.150001,0.000000,bottom
"U1","SRV05-4","SOT-23-6",-38.100000,64.137500,0.000000,bottom
"U2","ATmega32U4-M","QFN-44-1EP_7x7mm_P0.5mm_EP5.2x5.2mm_ThermalVias",-19.843750,40.481250,-90.000000,bottom
"UR1","22","R_0805_2012Metric",-19.585329,50.970448,-90.000000,bottom
"UR2","22","R_0805_2012Metric",-17.585329,50.970446,-90.000000,bottom
"UR3","5.1k","R_0805_2012Metric",-25.400000,73.025000,-90.000000,bottom
"UR4","5.1k","R_0805_2012Metric",-27.781250,73.025000,-90.000000,bottom
"UR5","1M","R_0805_2012Metric",-46.995080,73.005000,-90.000000,bottom
"UR6","4.7k","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",-115.093750,53.975000,180.000000,bottom
"UR7","4.7k","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",-115.093750,62.706250,0.000000,bottom
"UR8","100k","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",-115.093750,60.325000,0.000000,bottom
"USB1","HRO-TYPE-C-31-M-12","HRO-TYPE-C-31-M-12-HandSoldering",-38.100000,78.007312,0.000000,bottom
"X1","Crystal_GND24_Small","Crystal_SMD_3225-4Pin_3.2x2.5mm_HandSoldering",-29.036364,40.301940,135.000000,bottom
